tconst,primaryTitle,startYear,genres,lead_actors_ids,runtimeMinutes,averageRating,Language,Country,numVotes,budget,BoxOffice,plot
tt26624819,Translating Ulysses,2023,['Documentary'],,71,6.5,English,United States,95,,,Kawa Nemir is like a walking dictionary of Kurdish language. He flees Turkey and takes refuge at Anne Frank's former house in Amsterdam. Will he be able to finish the translation of Ulysses and publish it?
tt10428284,Trees Under the Sun,2019,['Drama'],"['nm3972179', 'nm13362186', 'nm4331008', 'nm3938215', 'nm1428724']",108,7.8,English,United States,94,3.5,3.81,"After a village in Kerala is flooded, A scheduled caste family which doesn't get any support from government migrates to Himachal Pradesh in search of job &amp; struggles to adapt in a totally new environment conditions."
tt32153490,Torun Davasi,2024,['Comedy'],"['nm11702812', 'nm3272008']",112,5.1,,,94,,,"Hacer, who burns with the love of her grandchildren, has two daughters. His elder daughter Hayat divorced and moved in with him. Her younger daughter, Gift, is married but is about to decide on a divorce. Hacer does her best to pr..."
tt2310918,Trespass Into Terror,2015,"['Action', 'Drama', 'Thriller']","['nm1626854', 'nm1847621', 'nm5197517', 'nm3626959', 'nm4476830']",103,4.2,English,Canada  United States,94,7.0,2.0,"Five City slickers go on a weekend hunting trip that they will never forget, if they come out alive. Being on the wrong side of a property line can be deadly, especially when your standing in the middle of a southern family feud."
tt0487973,Tuli,2005,['Drama'],"['nm0734368', 'nm0032633', 'nm1284928', 'nm0575671', 'nm1696976']",113,7.1,Telugu,India,94,,,Tuli (Filipino for circumcise) is the story of Daisy's life in an isolated Philippine province. Daisy's father is responsible for the circumcision of almost all the males in town. Daisy's father is also a drunkard who abuses his w...
tt1589511,TuTuMuch,2010,['Documentary'],,83,6.6,Spanish,Mexico,94,5.0,33.6,"Nine girls take part in the Royal Winnipeg Ballet Dancers, the few that make it to the next year, they have the chance to become professional ballet dancers, but the others, they may never get the chance."
tt9848382,Trumphobia: What Both Sides Fear,2020,['Documentary'],,70,4.2,,,94,,,"Donald J. Trump's fervent supporters and scared opponents were affected by Trump's rhetoric and the media's interpretation, increasing a dangerous political division. Now, It's time for them to stop and listen to each other or pus..."
tt3502760,Tour du Faso,2014,['Documentary'],,90,6.4,Mòoré,Burkina Faso Switzerland France,94,,0.06,Documentary following the 2011 Tour du Faso cycle race in Burkina Faso. Focusing on local stars and a German team.
tt1515209,True Noon,2009,['Drama'],"['nm0623350', 'nm2120885', 'nm3777226', 'nm4079922', 'nm4078580']",83,7.0,Tajik,Tajikistan,94,,,"Nilufar, a girl living downtown, is about to marry a man living uptown. But one day, soldiers come and plant barbed wire to separate the two towns. The life of the people, who have thus far enjoyed peace, now falls into severe cha..."
tt15679102,Tomorrow's Game,2022,"['Family', 'Sci-Fi', 'Sport']","['nm9054891', 'nm0735467', 'nm1750860', 'nm1970374', 'nm2709554']",85,7.7,English,United States,94,178.0,381.0,"On the day of his Uncle's ascendance into the Hall of Fame, Daniel is forced to embark on a journey through time that sees him restore his family's legacy and rewrite baseball history."
tt1909830,Tokyo Newcomer,2012,['Drama'],"['nm0407507', 'nm0443563', 'nm1882520', 'nm0620024', 'nm2290954']",100,6.4,Japanese,Japan,94,10.0,37.3,The experiences of a young Chinese go champion living in Japan.
tt0208889,To and Fro,2000,"['Crime', 'Drama']","['nm0850162', 'nm0261265', 'nm0953344', 'nm0753810', 'nm0868352']",92,6.7,English,United Kingdom,94,13.95,0.39,"After spending three years working in the United States, Filiberto returns to his hometown in Mexico, believing that there he will find the recognition he has been denied. The reality is very different. In his village, Filiberto w..."
tt0246290,Trinetrudu,1988,"['Action', 'Crime', 'Thriller']","['nm0158112', 'nm0103977', 'nm0151526', 'nm0451425', 'nm0613514']",145,7.2,Telugu,India,94,,,CBI Officer Abhimanyu vows to take out the Drug lord DD and the drug mafia in Goa.
tt0272329,Tres mujeres en la hoguera,1979,['Drama'],"['nm0346080', 'nm0106047', 'nm0616402']",108,7.1,Spanish language,Mexico,93,,,"Alex, a real estate businessman, has no concerns in giving her wife every kind of freedom. They invite Gloria, an old friend of both, to spend the summer break in their countryside house next to the beach. Gloria doesn't come alon..."
tt0385360,Torn,2003,['Drama'],"['nm1472248', 'nm0245612', 'nm0296809', 'nm0322937', 'nm0400005']",97,6.8,English German,United States,93,3.0,13.0,"From orphanage to foster home and back, then to the reformatory, 10-year-old Mateusz endures cruel brutality while aspiring to unite with his mother."
tt14426486,Too Much Democracy,2022,['Documentary'],,90,8.8,English,United Kingdom,93,,0.06,Too Much Democracy is based on a year-long farmer's protest at Delhi borders against the recently repealed farm laws. It tries to cover one of the biggest and greatest movements in recent history of the world.
tt0025924,Two Heads on a Pillow,1934,"['Comedy', 'Romance']","['nm0358076', 'nm0035455', 'nm0017013', 'nm0553273', 'nm0454596']",68,5.2,English,United States,93,,,Two attorneys who used to be married to each other are representing opposite sides in a divorce case.
tt0057610,Two Left Feet,1965,"['Comedy', 'Drama']","['nm0186903', 'nm0376101', 'nm0496866', 'nm0517084', 'nm0187072']",93,6.9,English,United Kingdom,93,,,"Every time Alan Crabbe tries a manful stride into the jungle of sex, his two left feet turn the attempt into a stumble. But then he meets Eileen, who signals unmistakable messages at Alan with her large, inviting eyes."
tt3745770,True Appaloosa,2015,"['Adventure', 'Documentary', 'History']",,84,7.3,English,United Kingdom,93,0.3,,A horsewoman sets off to find the truth about the origins of the Appaloosa spotted horse.
tt0028395,Too Many Parents,1936,"['Comedy', 'Drama']","['nm0560091', 'nm0356004', 'nm0871287', 'nm0496889', 'nm0259638']",73,6.5,English,United States,93,,,"A story of the boys who are sent to military school in order to get them out of the way of their too-busy-to-bother parents or guardians. Lonely young Philip Stewart (George Ernest) writes himself letters his father, Mark Stewart ..."
tt0153037,Tri dnya Viktora Chernyshova,1968,['Drama'],"['nm0466559', 'nm0155938', 'nm0699355', 'nm0756940', 'nm0069743']",115,7.3,Russian,Soviet Union,93,,,
tt0375160,Twisted Illusions 2,2004,"['Horror', 'Thriller']","['nm0943944', 'nm1417223', 'nm1017583', 'nm1953494', 'nm1456411']",102,3.1,English,United States,93,,,Anthology sequel in the best TWILIGHT ZONE/CREEPSHOW traditions.
tt0250779,Trade Off,2000,['Documentary'],,95,5.5,English Spanish,United States,93,48.0,207.5,
tt0039925,Twins,1945,['Comedy'],"['nm0955541', 'nm0878390', 'nm0795328', 'nm0667783', 'nm0815122']",83,6.6,English,United States,93,,,"Electrician Luba Karaseva decided to adopt the twins found at the station. All together help her, except for the head of the base and Eropkin, who has his views on the girl."
tt7166366,Typo,2021,"['Drama', 'Thriller']","['nm5812837', 'nm7061049', 'nm8941741', 'nm12512308', 'nm5724502']",103,4.6,English,United States,93,4.0,9.3,"Abbie, an aspiring writer who finds that her marriage is not what she expected after her husband starts abusing her. Her life gets out of control, her plans to find a way out have consequences she didn't foresee."
tt0027147,Two for Tonight,1935,"['Comedy', 'Musical', 'Romance']","['nm0001078', 'nm0653892', 'nm0086769', 'nm0288830', 'nm0143912']",61,6.2,English,United States,92,,,A songwriter has to come up with a full-length theatrical piece within a few days.
tt0063710,Track of Thunder,1967,"['Action', 'Drama']","['nm0456565', 'nm0834425', 'nm0943894', 'nm0833628', 'nm0229906']",83,5.3,English,United States,92,,0.0,Rivals on the raceway--for publicity purposes only (but secretly buddies). Then they fall in love with the same woman--and the rivalry on the raceway becomes very real...
tt9324428,Two Autumns in Paris,2019,['Drama'],"['nm10276749', 'nm7698518', 'nm0025459', 'nm1121917', 'nm10367925']",100,7.0,Spanish,"Venezuela, Canada",92,,,A striking political activist and refugee from Paraguay escapes to Paris and falls in love with a rich law student changing their lives forever. The beauty of their love is challenged by a fervent devotion to fighting for a cause.
tt3465304,Twink,2014,['Drama'],"['nm1620124', 'nm1620124']",68,4.8,English,United States Canada,92,0.01,,"A former Twink Star of the gay porn circuit was once top of his game, but a bad drug addiction and sex attack caused him to descend into his own nightmare of addiction, suicidal ideation and mental health issues."
tt8886668,Trafficante di virus,2021,"['Drama', 'Thriller']","['nm0734751', 'nm2495343', 'nm0129227', 'nm0162911', 'nm0266568']",116,4.8,,,92,,,"First the accusation of trafficking viruses, then an ignominious press campaign. Twelve years later the acquittal. The story of an internationally renowned scientist and an absurd case of poor justice. ""I felt the moment had come ..."
tt0094682,Tomorrow,1988,['Drama'],"['nm0361757', 'nm1157030']",105,7.2,Japanese,Japan,92,,,"On 9 August 1945, the Americans dropped an atomic bomb on Nagasaki. This film describes the daily life of people the day before that fateful event, their feelings of joy and sadness. For them, tomorrow would never come."
tt0265985,Trip to the Moon,1958,"['Comedy', 'Romance']","['nm0180569', 'nm0000778', 'nm0053781', 'nm0017171', 'nm0580746']",80,7.0,Spanish,Mexico,92,,,"Two friends try to hide and end up in an insane asylum, where they are mistaken for patients, and when they try to escape one of them falls in love and complicates the situation."
tt0211046,Tony: Another Double Game,1980,"['Crime', 'Drama', 'Thriller']","['nm0134053', 'nm0022324', 'nm0854049', 'nm0535992', 'nm0132027']",88,4.9,Italian,Italy,91,,,"A kind-hearted vagabond, Tony, is being targeted by a gang when he tries to stop a kidnapping. He must turn to his friend, police Santini, and use their wits to survive."
tt11569768,Tu Rajee Re,2022,['Drama'],"['nm0220807', 'nm7262698', 'nm0619684', 'nm4376803']",150,8.1,,,91,,,"Parth is a talented mimicry artist who falls in love with the girl in his neighbourhood, Disha. However, their life takes an unfortunate turn when Parth is diagnosed with cancer. Will Parth be able to survive the disease?"
tt1945217,Todo Mundo Tem Problemas Sexuais,2008,['Comedy'],"['nm0136690', 'nm0210659', 'nm1279305', 'nm0989482']",80,6.2,,,91,,,"1st story: a woman discovers in the pocket of his partner a tablet of Viagra. 2nd story: a couple for years has a conventional marriage, until, due to an unexpected circumstance, can not live without having other sexual partners."
tt33306496,Traslados,2024,['Documentary'],"['nm4389171', 'nm17249363', 'nm0686304', 'nm1127183', 'nm15432016']",90,7.6,,,91,,,
tt0296254,Two Cops 3,1998,"['Action', 'Comedy', 'Romance']","['nm1065463', 'nm0661845', 'nm2009615', 'nm1035593', 'nm1069518']",98,4.4,Korean,South Korea,91,,,"A pair of tough, unconventional cops take on the underworld."
tt0065111,Too Little for Such a Big War,1970,"['Drama', 'War']","['nm0277007', 'nm0017062', 'nm0185504', 'nm0176037', 'nm0227708']",77,7.8,English,United States,91,6.25,1.59,A young boy becomes callous to the deaths and battles that rage during World War II.
tt0065118,Tout peut arriver,1969,"['Drama', 'Mystery']","['nm0099352', 'nm0524528', 'nm0265948', 'nm0491335', 'nm7608673']",85,5.5,French,France,91,,,"Back in France after a few years in the United States, a reporter goes in search of his wife."
tt0408246,Twilight Saloon,1955,['Drama'],"['nm0023715', 'nm1772476', 'nm0250757', 'nm0441961', 'nm1731956']",94,7.6,English,United States,90,2.4,1.7,
tt1370803,"Trust Us, This Is All Made Up",2009,['Documentary'],,83,8.1,English,United States,90,4.0,0.6,"Immortalized in the world of improv comedy, Second City veterans TJ Jagodowksi and David Pasquesi explore the unique partnership and transcendental forces that govern their legendary performances."
tt15614596,Twelve Days,2021,"['Drama', 'Romance']","['nm7010880', 'nm4277404', 'nm16124731', 'nm11950731', 'nm10407936']",89,4.9,English,United States,90,29.0,168.8,"Twelve scenes of a tumultuous marriage, from its happy beginning to its harsh end."
tt0064973,Twelve Deadly Coins,1969,"['Action', 'Adventure']","['nm0516316', 'nm0284608', 'nm2385759', 'nm0151866', 'nm0398798']",84,6.6,English German French,United States  United Kingdom,90,5.4,45.3,"An escort team was on a perilous journey to transport some gold. When they were ambushed by a gang of thieves and their gold shipment was robbed, a formidable student of the escort agency set off to the bandits' hideout."
tt0093735,To Err Is Humane,1987,"['Comedy', 'Crime']","['nm0005033', 'nm0066223', 'nm0150796', 'nm2215747', 'nm0158605']",86,5.9,English,France,90,70.0,15876999.0,"Ting (Sammo Hung) is mistreated by his boss, and decides to kidnap his wife and hold her as ransom, to get his revenge and some financial compensation for all his hard work (that went unappreciated). Collecting the ransom becomes ..."
tt0086063,Tora-san's Song of Love,1983,"['Comedy', 'Romance']","['nm0040910', 'nm0793726', 'nm0535332', 'nm0206795', 'nm0766300']",101,6.4,Japanese,Japan,90,,,
tt7153564,Trapped,2021,['Drama'],"['nm5030156', 'nm5027478', 'nm2686376']",77,5.0,English,United States Germany,90,30.0,13.4,"Seven women are trapped in enclosed, stifling spaces. The streets are erupting; homes, shops and alleyways lie anxiously in wait. Communications are shut down, answers offered only through TV screens. Our characters attempt to esc..."
tt0035448,Today I Hang,1942,"['Crime', 'Drama', 'Mystery']","['nm0455373', 'nm0267912', 'nm0940617', 'nm0186608', 'nm0706283']",63,5.0,English,United States,90,,,"Henry Courtney, a wealthy importer is found murdered and the famous DeNormand necklace has been stolen. The false testimony of two witnesses, Rand and Hobbs, puts Jim O'Brien in the shadow of the hangman's noose."
tt1921152,Truth,2011,"['Drama', 'Romance']","['nm1527743', 'nm2653470', 'nm2749039', 'nm1923754', 'nm1998851']",99,5.8,English,United Kingdom,90,,,"An estranged couple on a weekend retreat are pushed further apart when the wife, Becca, becomes romantically fascinated with the journal of the cabin's long-dead former owner. When the ghost of the old owner appears and reciprocat..."
tt1303236,Trasharella,2009,"['Action', 'Adventure', 'Comedy']","['nm1493617', 'nm0529263', 'nm3154820', 'nm3156285', 'nm3155665']",102,3.9,,,90,,,"Rena Riffel (Showgirls/Mulholland Drive) stars in her directorial debut, the B Movie Musical Retro Satire, Trasharella. Transforming into a recycling trashy super hero, it is up to Trasharella to kill the Hollywood Vampire."
tt0279475,Top Girl,1997,['Romance'],"['nm1349024', 'nm0195750', 'nm0073953']",79,4.6,English,United States,90,27.0,100.0,"Patricia (Carla Solaro) is a young beautiful girl living in a small town. One day she has the chance of a lifetime, as she is chosen among many other girls to play the main role on a TV series. She leaves everything behind and mov..."
tt0089751,"Tora-san, the Go-between",1985,"['Comedy', 'Romance']","['nm0040910', 'nm0386294', 'nm0793726', 'nm0535332', 'nm0206795']",108,6.4,Japanese,Japan,90,,,
tt0029680,Top of the Town,1937,"['Comedy', 'Music']","['nm0614278', 'nm0001890', 'nm0808317', 'nm0041681', 'nm0711855']",86,5.9,English,United States,89,1.0,,"Diana Borden (Doris Nolan, a bleeding-heart rich-girl, returns from a trip to Russia filled with sympathy for the ""little"" people of the slums and wants to do ""something"" artistic and socially significant for them...so she opens u..."
tt0102611,Tora-san Confesses,1991,"['Comedy', 'Drama']","['nm0040910', 'nm0793726', 'nm0535332', 'nm0206795', 'nm0766300']",104,6.4,Japanese,Japan,89,,,"When Izumi can't stand seeing her mother flirt with other men, she leaves home. She sends a letter to Mitsuo and Mitsuo goes looking for her. But Izumi unexpectedly meets Tora-san."
tt0092098,Tongs: A Chinatown Story,1986,"['Action', 'Crime']","['nm0945189', 'nm0848815', 'nm0320223', 'nm0640275', 'nm0359184']",87,5.8,English,United States,89,,3.3,A Chinese immigrant to America is sucked up into the Chinese underworld when he finds greater acceptance in the arms of a small gang.
tt0310236,Tokyo Mafia,1995,"['Action', 'Crime', 'Drama']","['nm0847607', 'nm0408029', 'nm0594484', 'nm0393291', 'nm0654716']",83,5.6,Japanese English,Japan  France  United States  United Kingdom,89,,15.3,"Ginya Yabuki is a successful criminal on the fringes of Kabukicho, dealing in whale meat and flash memory chips with a small group of six comrades. But it wasn't always like this. Yabuki used to be a member of the Yamaryu crime sy..."
tt14677670,To Happiness,2020,"['Biography', 'Drama']","['nm13119915', 'nm13119921', 'nm10519174', 'nm9502448', 'nm13119918']",100,8.3,English,United Kingdom Germany Canada South Africa United States,89,9.1,6.3,"A person suffering from cerebral palsy loses his home and all means of subsistence. Only extraordinary strength of will and perseverance can help the hero not just to survive, but to LIVE."
tt0089151,Trade Secrets,1986,"['Crime', 'Drama', 'Mystery']","['nm0001832', 'nm0232627', 'nm0242982', 'nm0245974', 'nm0885347']",90,5.1,English,United Kingdom  United States,89,25.0,34.0,"In the Médoc, a young woman is found drowned. An accident, her influential family of winegrowers maintains. Or rather murder, as the American inspector Morrison suspects. If so, why? What secrets this family keeps?"
tt0105071,Tora-San Makes Excuses,1992,"['Comedy', 'Drama']","['nm0040910', 'nm0793726', 'nm0535332', 'nm0206795', 'nm0766300']",101,6.5,Japanese,Japan,89,,26.0,
tt0185215,Toreros,2000,['Drama'],"['nm0553648', 'nm0105475', 'nm0530365', 'nm0332709', 'nm0418976']",85,6.3,Filipino,Philippines,89,,,"After having been in jail, Manuel becomes a bullfighter following dangerously his father's steps."
tt3822896,Treblinka,2016,"['Drama', 'History']",['nm7184039'],61,6.0,English French German Hebrew Polish Yiddish,France,89,,0.02,Interviews with two survivors of the death camp Treblinka recalling the horrors and their miraculous escape
tt4505122,"Two Birds, One Stone",2016,['Drama'],"['nm0815668', 'nm0346363', 'nm3370158', 'nm2245673', 'nm2245673']",85,4.9,English,United States,88,10.0,79.0,
tt0420975,Truth & Conviction,2002,['Documentary'],,60,8.9,Hindi,India,88,0.0,0.0,Three German teenagers succesfully defy the Gestapo.
tt0311922,Tokyo Mafia: Battle for Shinjuku,1996,"['Action', 'Crime', 'Drama']","['nm0847607', 'nm0408029', 'nm0158603', 'nm2768059', 'nm0846630']",85,5.8,,,88,,,
tt0034308,Tragic Night,1942,['Drama'],"['nm0632426', 'nm0154804', 'nm0484385', 'nm0727311', 'nm0061402']",80,6.8,Italian,Italy,88,,,"Released from jail, Nanni punches prison guard Stefano who has denounced him. In order to take revenge, Stefano suggests the suspicion that, during his absence, his wife has had business with the Count Paolo. A few days later, at ..."
tt1893390,Tupac Assassination: Conspiracy or Revenge,2009,['Documentary'],,90,7.6,English,United States,88,,,2pac: Assassination [Conspiracy or Revenge] documents the fateful night the hip-hop star was gunned down. The filmmakers sit down with key figures who never spoke to police during the course of an investigation that is shown to ha...
tt0027115,To Beat the Band,1935,"['Comedy', 'Musical']","['nm0001890', 'nm0001890', 'nm0699430', 'nm0444103', 'nm0089314']",70,6.4,English,United States,88,,,"An eccentric heir must marry a widow in order to collect the millions left to him in his aunt's will, so a suicidal neighbor agrees to marry the man's young fiancée before offing himself."
tt0985678,Todos los días son tuyos,2007,"['Mystery', 'Thriller']","['nm1019902', 'nm0131060', 'nm0651167', 'nm0753828', 'nm0059585']",110,6.4,,,88,,,"Eliseo, a photographer in Mexico City, becomes obsessed with his neighbour, Maria. When Maria is murdered by a Spanish nationalist, Eliseo's obsession turns him into the prime suspect. Now, he must find a way to prove his innocenc..."
tt0023627,Two Kinds of Women,1932,['Drama'],"['nm0392004', 'nm0681635', 'nm0186362', 'nm0276354', 'nm0260020']",75,6.3,English,United States,88,,,"The daughter of a senator from South Dakota visits Manhattan for the first time, eager to see the sights of the big city. While there, she finds herself caught up in an affair with a married man, whose wife soon commits suicide. C..."
tt6163328,Tulkalam,2007,['Drama'],"['nm0149822', 'nm0244900', 'nm10342295']",125,6.4,Bengali,India,88,,,Villagers try to protect their land from avaricious politicians.
tt0300575,Trishagni,1988,['Drama'],"['nm0007113', 'nm0622186', 'nm0080232']",114,7.2,Hindi,India,88,,,"The film is set in a Central Asian desert in the 1st Century B.C. A sandstorm strikes the Buddhist town of Sariput, leaving just four survivors - two monks and two children - in the upper floor of a monastery."
tt1955036,"Twisted Trunk, Big Fat Body",2013,['Comedy'],"['nm1238337', 'nm4495315', 'nm2535507', 'nm8079019', 'nm1914663']",92,6.9,,,88,,,"A plush toy is the baton in a terrifying, yet uplifting, relay that runs through the film."
tt0334542,Trespasses,1986,['Thriller'],"['nm0002676', 'nm0112295', 'nm0730126', 'nm0001617', 'nm0424565']",90,4.8,English,New Zealand,88,0.18,,A man swear revenge over two drifters for killing his son.
tt34724953,Together: 4-in-a-Row,2024,"['Documentary', 'Sport']",,92,6.8,Malayalam,India,88,0.0,0.0,"A new feature length film takes you behind the scenes of Manchester City's historic 2023/24 season as we won an unprecedented fourth consecutive Premier League title. Featuring exclusive interviews with Pep Guardiola, Ballon d'Or ..."
tt30517184,"True Chronicles of the Blida Joinville Psychiatric Hospital in the Last Century, when Dr Frantz Fanon Was Head of the Fifth Ward between 1953 and 1956",2024,"['Drama', 'History']","['nm4547636', 'nm0239515', 'nm3744450', 'nm13595423', 'nm2548581']",90,6.6,,,87,,,The influential politician and activist Frantz Fanon works as a psychiatrist in Algeria between 1953-1956. He pioneers new social therapies to treat the psychological effects of racism during the decolonization movement.
tt32478241,Trans Memoria,2024,['Documentary'],,72,6.3,,,87,,,"Returning to Thailand in 2012, Victoria Verseau documents her gender transition journey through an intimate diary, navigating uncertainty amplified by a friend's passing. womanhood."
tt0453074,Totally Married,2003,"['Comedy', 'Drama', 'Romance']","['nm1742282', 'nm1300701', 'nm4222132', 'nm2477443', 'nm4222601']",80,5.4,English,United States  Germany,87,18.0,101.6,"Thomas and Lily, a couple in their mid-thirties with a child, are in the seventh ""difficult"" year of their marriage. The sudden departure of their household help sets off a chain of explosive situations. Lily refuses to take care ..."
tt0189164,Tupac Amaru,1984,"['Drama', 'History']","['nm0034298', 'nm0021928', 'nm1111641', 'nm1313100', 'nm1885021']",95,7.7,English,United States,87,0.3,7.8,"Tupac Amaru is a 1984, Peruvian historical drama. The film depicts the life and struggle of legendary Andean warrior Tupac Amaru II, the native leader of a rebellion against the tyrannical spanish colonialism in Peru. The film als..."
tt0049859,Todos somos necesarios,1956,['Drama'],"['nm0167070', 'nm0525793', 'nm0205784', 'nm0031198', 'nm0244557']",84,6.7,Spanish,Italy Spain,87,,,"After serving their sentence, three prisoners, a doctor, a civil servant and a thief, leave jail. During the train trip they do together to return home, they analyze their respective lives. The doctor has been required to perform ..."
tt15958598,Turn Your Body to the Sun,2021,['Documentary'],,93,7.2,English,United States,87,0.08,,Turn Your Body to the Sun tells the incredible story of a Soviet prisoner of war. Sixty years later his daughter Sana is tracing the path of her silent father.
tt0080030,Together?,1979,['Drama'],"['nm0001703', 'nm0000654', 'nm0892890', 'nm0083170', 'nm0650753']",100,5.3,Russian,Soviet Union,87,1.0,4.3,"A women is trying to change her life for the better, but everything and everyone in her life is giving her more headache than joy."
tt3274618,Tsel vizhu,2013,"['Drama', 'War']","['nm0879876', 'nm2450258']",90,5.2,,,87,,,"A number of Soviet women fighters during the ""Great Patriotic War"" (as they called World War II) enlist and train at the Podolsk Sniper School."
tt1580030,Turkles,2011,['Family'],"['nm3170207', 'nm3586108', 'nm2767978', 'nm3763092', 'nm0271603']",91,5.6,English,United States,87,3.7,163.3,"Featuring a young Noah Centineo, this family adventure film follows a group of curious kids from Camp Loggerhead as they embark on an adventure to solve the mystery of the missing sea turtle eggs."
tt0379271,Traffic Light,1995,"['Comedy', 'Drama']","['nm1731836', 'nm9028687', 'nm1193573', 'nm1382197', 'nm1674813']",120,5.2,English,United States Canada,87,,26.0,
tt0096325,Two to Tango,1989,['Thriller'],"['nm0835144', 'nm0555823', 'nm0146938', 'nm0781747', 'nm0168420']",87,5.3,English,United States,87,54.0,120.4,"Jim Conrad, a reluctant hitman, is ordered to Buenos Aires to complete one last contract. The task becomes complicated when the intended victim proves to be a well-protected man accompanied by a beautiful mistress who has caught C..."
tt4466908,Twisting Fate,2016,['Drama'],"['nm1183065', 'nm5780084', 'nm0483418', 'nm0483418', 'nm8295066']",107,6.0,English,United States,87,,3.43,"Claire is 17 years old. With her family, she spends her holidays in South Africa when her family disappears in an accident. By a stroke of fate, she escapes the drama."
tt3904994,Trophy Wife,2014,"['Drama', 'Romance', 'Thriller']","['nm0261824', 'nm2074966', 'nm0299575', 'nm4094632', 'nm2710672']",110,5.6,Filipino English,Philippines,87,,31.06,"Chino and Lani shared a relationship some time ago. Their relationship ended with Chino leaving Lani feeling betrayed and abandoned. Now, Chino finds that Lani is married to his brother Sammy. In the time since Chino left her, Lan..."
tt0316809,Tuesday Never Comes,1992,['Action'],"['nm0392448', 'nm0261805', 'nm0385320', 'nm0205772', 'nm0780116']",94,5.0,,,87,,,An Irish mercenary tries to deal with his crack addiction and suicidal tendencies to get revenge on an Italian American crime empire that tried to kill him.
tt0110748,Tora-san's Easy Advice,1994,"['Comedy', 'Drama']","['nm0040910', 'nm0949069', 'nm0793726', 'nm0535332', 'nm0206795']",101,6.3,Japanese,Japan,86,,,"Mitsuo, unhappy in his new job as a shoe salesman, is invited to a festival and is introduced to a friend's sister. Tora-san meanwhile helps an injured housewife on her yearly vacation."
tt15439652,Traveling Light,2021,['Drama'],"['nm0865302', 'nm0396812', 'nm0001151', 'nm0414226', 'nm8491696']",90,5.2,English,United States,86,,,A father searches for his missing son while working as an Uber driver during the pandemic. He encounters a cult leader and followers holding a ceremony. Social disorder spreads amid news of George Floyd's death.
tt13066868,Tokyo Ride,2020,['Documentary'],,90,8.1,English,United States,86,85.0,159.0,"One of Japan's most famous architects rides his Alfa Romeo through Tokyo streets and comments on his home town, buildings that influenced him, and his own projects."
tt4839180,Trading Places in the Zoo,2014,"['Adventure', 'Animation', 'Comedy']","['nm0228338', 'nm0316338', 'nm1110046', 'nm1327864', 'nm4846029']",85,2.1,,,86,,,"After a zoo-keeper discovers that animals can speak, powerful businessmen will try to steal them from the zoo."
tt0243212,To Love Too Much,2001,"['Drama', 'Romance']","['nm0022211', 'nm0022993', 'nm0076082', 'nm0188113', 'nm0215813']",93,6.3,Cantonese  Shanghainese,Hong Kong France,86,3.0,17.0,"Laura and Beatriz are two sisters in search of a dream in common: to run a guest house abroad and live off the rents. Laura travels to Spain to start off the project, and Beatriz remains alone in Mexico waiting for the right momen..."
tt0117935,Tomas,1996,['Drama'],"['nm0438626', 'nm0580771', 'nm0648743', 'nm0419012', 'nm0499910']",78,6.2,Spanish,Spain  Mexico,86,4.5,65.0,
tt1516595,Trippin',2011,"['Comedy', 'Horror']","['nm1167931', 'nm2396332', 'nm2351182', 'nm3422702', 'nm3076994']",88,4.6,English,United States,86,3.0,9.0,"Three couples go to a remote cabin in the woods and, lo and behold, bad things happen."
tt0194467,Tres veces Ana,1961,['Drama'],"['nm0575625', 'nm0034498', 'nm0896446', 'nm0615511', 'nm0729185']",115,7.5,,,86,,,"Three independent stories about three different women, all named Ana and played by the same actress."
tt0197959,Tons of Trouble,1956,['Comedy'],"['nm0372539', 'nm0367156', 'nm0872454', 'nm0874298', 'nm0604291']",77,5.7,English,United Kingdom,86,,,"The eccentric caretaker of a block of flats, Mr. Pastry is in charge of two of its boilers, whom he names ""Mavis"" and ""Ethel."" His love for the pair leads him into unforeseen problems"
tt0018508,Troll-Elgen,1927,"['Drama', 'Mystery']","['nm0489123', 'nm0229282', 'nm0832643', 'nm0878474', 'nm0387127']",95,6.5,Norwegian,Norway,86,,,"The motherless moose calf acts like a cow, and the strange animal is the start of a lot of stories. Hunter's aren't interesting in hunting him down, except one. He has decided to do it in, the troll-moose."
tt0416265,Tradition of Lover Killing,2004,['\\N'],"['nm0536954', 'nm1641102', 'nm1641108', 'nm0707308', 'nm0008416']",90,6.4,English,United States United Kingdom,86,,12.3,A wood smuggler is arrested by the police. His family should pay the debts while he is in the prison.
tt0462045,Toro negro,2005,['Documentary'],,87,7.1,Spanish,Mexico,86,,,"Intimate and fascinating portrait of Fernando, also known as El Suicida and El Negro, a bull fighter in the slums of the Mexican Yucutan Peninsular. Sometimes he is a charming host to the film makers, often he is known blind drunk..."
tt0122329,Tropical Ecstasy,1970,['Drama'],"['nm0072761', 'nm0090109', 'nm0248316', 'nm0301400', 'nm0647460']",90,4.3,,,86,,,"A prostitute returns to her native fishing village, where her love from childhood is still waiting for her. But her pimp follows her and threatens her happiness. She must decide her destiny between those two totally different men."
tt22818370,Two Sisters,2024,"['Drama', 'War']","['nm9456601', 'nm0476347', 'nm2698289', 'nm9053342', 'nm4267432']",92,5.9,Mandarin,Malaysia,86,,,Follows two sisters who set off from Poland to Ukraine to bring their wounded father home.
