tconst,primaryTitle,startYear,genres,lead_actors_ids,runtimeMinutes,averageRating,Language,Country,numVotes,budget,BoxOffice,plot
tt0114709,Toy Story,1995,"['Adventure', 'Animation', 'Comedy']","['nm0000158', 'nm0000741', 'nm0725543', 'nm0001815', 'nm0001728']",81,8.3,English,United States,1172423,30.0,401.2,"A cowboy doll is profoundly jealous when a new spaceman action figure supplants him as the top toy in a boy's bedroom. When circumstances separate them from their owner, the duo have to put aside their differences to return to him."
tt0435761,Toy Story 3,2010,"['Adventure', 'Animation', 'Comedy']","['nm0000158', 'nm0000741', 'nm0000885', 'nm0725543', 'nm0000474']",103,8.3,English,United States,968594,200.0,1067.0,"The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home."
tt1745960,Top Gun: Maverick,2022,"['Action', 'Drama']","['nm0000129', 'nm1886602', 'nm0000174', 'nm1506981', 'nm0358316']",130,8.2,English,United States,857407,173.5,1496.0,"The story involves Maverick confronting his past while training a group of younger Top Gun graduates, including the son of his deceased best friend, for a dangerous mission."
tt0117951,Trainspotting,1996,"['Crime', 'Drama']","['nm0000191', 'nm0001971', 'nm0001538', 'nm0571727', 'nm0001015']",93,8.1,English Scots,United Kingdom,768535,1.5,60.0,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out despite the allure of drugs and the influence of friends."
tt0418279,Transformers,2007,"['Action', 'Adventure', 'Sci-Fi']","['nm0479471', 'nm0241049', 'nm0879085', 'nm0026364', 'nm0000685']",144,7.1,English,United States,717934,172.5,709.7,"An ancient struggle between two Cybertronian races, the heroic Autobots and the evil Decepticons, comes to Earth, with a clue to the ultimate power held by a teenager."
tt0120363,Toy Story 2,1999,"['Adventure', 'Animation', 'Comedy']","['nm0000158', 'nm0000741', 'nm0001288', 'nm0725543', 'nm0001815']",92,7.9,English,United States,669146,90.0,511.4,"When Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and Bullseye."
tt0332452,Troy,2004,"['Action', 'Adventure', 'Drama']","['nm0000093', 'nm0051509', 'nm0089217', 'nm0002103', 'nm0004051']",163,7.3,English,United States United Kingdom Mexico Malta,614809,180.0,497.4,"An adaptation of Homer's great epic, the film follows the assault on Troy by the united Greek forces."
tt0092099,Top Gun,1986,"['Action', 'Drama']","['nm0000129', 'nm0000209', 'nm0000174', 'nm0000381', 'nm0000643']",110,7.0,English,United States,550880,14.0,357.4,"The Top Gun Naval Fighter Weapons School is where the best of the best train to refine their elite flying skills. When hotshot fighter pilot Maverick is sent to the school, his reckless attitude and cocky demeanor put him at odds ..."
tt1099212,Twilight,2008,"['Drama', 'Fantasy', 'Romance']","['nm1500155', 'nm0121605', 'nm1140952', 'nm0083655', 'nm1210124']",122,5.4,English,United States,526115,37.0,412.0,"When Bella Swan moves to a small town in the Pacific Northwest, she falls in love with Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire."
tt0139654,Training Day,2001,"['Crime', 'Drama', 'Thriller']","['nm0000243', 'nm0000160', 'nm0001277', 'nm0000297', 'nm0950867']",122,7.8,English,United States,516688,45.0,104.9,A rookie cop spends his first day as a Los Angeles narcotics officer with a rogue detective who isn't what he appears to be.
tt0942385,Tropic Thunder,2008,"['Action', 'Comedy', 'War']","['nm0001774', 'nm0085312', 'nm0000375', 'nm0434854', 'nm0749570']",107,7.1,English,United States   Germany   United Kingdom,489209,91.0,195.7,"Through a series of freak occurrences, a group of actors shooting a big-budget war movie are forced to become the soldiers they are portraying."
tt1399103,Transformers: Dark of the Moon,2011,"['Action', 'Adventure', 'Comedy']","['nm0479471', 'nm0879085', 'nm0241049', 'nm0001806', 'nm0001131']",154,6.2,English,United States,455533,195.0,1124.0,"The Autobots learn of a Cybertronian spacecraft hidden on the moon, and race against the Decepticons to reach it and to learn its secrets."
tt1055369,Transformers: Revenge of the Fallen,2009,"['Action', 'Adventure', 'Sci-Fi']","['nm0479471', 'nm0241049', 'nm0879085', 'nm0001806', 'nm1913125']",149,6.0,English,United States,453853,205.0,836.5,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war."
tt1104001,Tron: Legacy,2010,"['Action', 'Adventure', 'Sci-Fi']","['nm0000313', 'nm0000313', 'nm1330560', 'nm0000310', 'nm0000310']",125,6.8,English,United States,387042,170.0,409.9,The son of a computer programmer goes looking for his father and ends up inside the digital world that his father designed. He meets his father's corrupted creation and a unique ally who was born inside the digital world.
tt0100802,Total Recall,1990,"['Action', 'Adventure', 'Sci-Fi']","['nm0000216', 'nm0000461', 'nm0001074', 'nm0068382', 'nm0068382']",113,7.5,English,United States,380857,64.0,261.4,"When a man goes in to have virtual vacation memories of the planet Mars implanted in his mind, an unexpected and harrowing series of events forces him to go to the planet for real - or is he?"
tt1403865,True Grit,2010,"['Drama', 'Western']","['nm0000313', 'nm0000354', 'nm0000982', 'nm0001608', 'nm0559977']",110,7.6,English,United States,376132,36.5,252.3,A stubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer.
tt0056592,To Kill a Mockingbird,1962,"['Crime', 'Drama']","['nm0000060', 'nm0576345', 'nm0653942', 'nm0676349', 'nm0280707']",129,8.2,English,United States,351500,2.0,13.1,A widowed lawyer in Depression-era Alabama defends a black man against a false rape charge while teaching his young children about the sad reality of prejudice.
tt2109248,Transformers: Age of Extinction,2014,"['Action', 'Adventure', 'Comedy']","['nm0000242', 'nm2930503', 'nm0001804', 'nm0001288', 'nm0920038']",165,5.6,English,United States    China,349495,210.0,1105.0,"When humanity allies with a bounty hunter in pursuit of Optimus Prime, the Autobots turn to a mechanic and his family for help."
tt1979376,Toy Story 4,2019,"['Adventure', 'Animation', 'Comedy']","['nm0000158', 'nm0000741', 'nm0355024', 'nm1221047', 'nm1443502']",100,7.6,English,United States,313995,200.0,1074.0,"When Woody, Buzz, and the gang join Bonnie on a road trip with her new craft project turned toy, Forky, the innocent little spork's antics launch Woody on a wild quest."
tt5700672,Train to Busan,2016,"['Action', 'Horror', 'Thriller']","['nm1508003', 'nm3011350', 'nm0453440', 'nm6079248', 'nm3780600']",118,7.6,Korean,South Korea,305879,8.5,98.5,"While a zombie virus breaks out in South Korea, passengers struggle to survive on the train from Seoul to Busan."
tt0111503,True Lies,1994,"['Action', 'Comedy', 'Thriller']","['nm0000216', 'nm0000792', 'nm0000200', 'nm0539562', 'nm0381416']",141,7.3,English,United States,301538,110.0,378.9,"A fearless, globe-trotting, terrorist-battling secret agent has his life turned upside down when he discovers his wife might be having an affair with a used-car salesman while terrorists smuggle nuclear war heads into the United S..."
tt1386703,Total Recall,2012,"['Action', 'Adventure', 'Sci-Fi']","['nm0268199', 'nm0268199', 'nm0940158', 'nm0186505', 'nm0631490']",118,6.2,English,United States,276265,125.0,211.8,"A factory worker, Douglas Quaid, begins to suspect that he is a spy after visiting Rekall - a company that provides its clients with implanted fake memories of a life they would like to have led - goes wrong and he finds himself o..."
tt0108399,True Romance,1993,"['Crime', 'Drama', 'Romance']","['nm0000225', 'nm0000454', 'nm0000174', 'nm0000198', 'nm0000093']",119,7.9,English,United States,260740,12.5,12.6,"In Detroit, a pop-culture enthusiast steals cocaine from his new wife's pimp and tries to sell it in Hollywood, prompting the mobsters who own the drugs to pursue the couple."
tt0117998,Twister,1996,"['Action', 'Adventure', 'Thriller']","['nm0000200', 'nm0000144', 'nm0000450', 'nm0001688', 'nm0923490']",113,6.6,English,United States,251908,90.0,499.2,Two storm chasers on the brink of divorce must work together to create an advanced weather alert system by putting themselves in the cross-hairs of extremely violent tornadoes.
tt2209764,Transcendence,2014,"['Drama', 'Sci-Fi', 'Thriller']","['nm0000136', 'nm0000151', 'nm0614165', 'nm0079273', 'nm0369513']",119,6.2,English,United States,246872,125.0,103.0,A scientist's drive for artificial intelligence takes on dangerous implications when his own consciousness is uploaded into one such program.
tt1365519,Tomb Raider,2018,"['Action', 'Adventure', 'Fantasy']","['nm0922035', 'nm0324658', 'nm0943079', 'nm0001394', 'nm0929654']",119,6.3,English,United Kingdom  United States,241484,98.0,275.0,"Lara Croft, the fiercely independent daughter of a missing adventurer, must push herself beyond her limits when she discovers the island where her father, Lord Richard Croft disappeared."
tt0181865,Traffic,2000,"['Crime', 'Drama', 'Thriller']","['nm0000140', 'nm0001125', 'nm0889846', 'nm0154530', 'nm0005398']",147,7.5,English Spanish,United States,230397,48.0,207.5,"A conservative judge is appointed by the President to spearhead America's escalating war against drugs, only to discover that his teenage daughter is a crack addict. Two DEA agents protect an informant. A jailed drug baron's wife ..."
tt0388482,Transporter 2,2005,"['Action', 'Thriller']","['nm0005458', 'nm0309348', 'nm0000546', 'nm0002076', 'nm0202966']",87,6.3,English,France,225997,32.0,89.1,"Transporter Frank Martin, surfaces in Miami, Florida and is implicated in the kidnapping of the young son of a powerful USA official."
tt7322224,Triangle of Sadness,2022,"['Comedy', 'Drama']","['nm7312850', 'nm6170168', 'nm13739729', 'nm13611840', 'nm0000437']",147,7.2,English,Sweden Germany France United Kingdom,216066,15.6,32.9,A fashion model celebrity couple join an eventful cruise for the super-rich.
tt0120347,Tomorrow Never Dies,1997,"['Action', 'Adventure', 'Thriller']","['nm0000112', 'nm0000596', 'nm0419633', 'nm0653248', 'nm0000833']",119,6.5,English,United Kingdom  United States,215966,110.0,339.5,James Bond is sent to disrupt a media mogul's plot to foment a war between China and the United Kingdom.
tt1465522,Tucker and Dale vs Evil,2010,"['Comedy', 'Horror']","['nm0479527', 'nm0876138', 'nm1536605', 'nm0335073', 'nm1564963']",89,7.5,English,Canada India  United States,208948,5.0,5.35,Affable hillbillies Tucker and Dale are on vacation at their dilapidated mountain cabin when they are mistaken for murderers by a group of preppy college students.
tt1964418,Tomorrowland,2015,"['Action', 'Adventure', 'Family']","['nm0000123', 'nm0491402', 'nm0005210', 'nm1221047', 'nm0061777']",130,6.4,English,United States,199484,185.0,209.0,"Bound by a shared destiny, a teen bursting with scientific curiosity and a former boy-genius inventor embark on a mission to unearth the secrets of a place somewhere in time and space that exists in their collective memory."
tt12584954,Twisters,2024,"['Action', 'Adventure', 'Thriller']","['nm1412974', 'nm6588867', 'nm5155952', 'nm2227000', 'nm7580109']",122,6.5,English,United States,194659,155.0,372.3,"Kate Carter, a retired tornado-chaser and meteorologist, is persuaded to return to Oklahoma to work with a new team and new technologies."
tt0108358,Tombstone,1993,"['Biography', 'Drama', 'History']","['nm0000621', 'nm0000174', 'nm0000385', 'nm0000200', 'nm0000959']",130,7.8,English,United States,191595,25.0,73.2,"A successful lawman's plans to retire anonymously in Tombstone, Arizona, are disrupted by the kind of outlaws he was famous for eliminating."
tt3371366,Transformers: The Last Knight,2017,"['Action', 'Adventure', 'Comedy']","['nm0000242', 'nm0000164', 'nm0241049', 'nm1085051', 'nm4273797']",154,5.2,English,United States,185897,238.5,605.4,"A deadly threat from Earth's history reappears and a hunt for a lost artifact takes place between Autobots and Decepticons, while Optimus Prime encounters his creator in space."
tt1129442,Transporter 3,2008,"['Action', 'Thriller']","['nm0005458', 'nm0460694', 'nm0075710', 'nm0469103', 'nm3128578']",104,6.1,English,France,185651,33.3,112.9,"Frank Martin is forced to deliver Valentina, the kidnapped daughter of a Ukrainian government official, from Marseilles to Odessa on the Black Sea. En route, he has to contend with thugs who want to intercept Valentina's safe deli..."
tt0086465,Trading Places,1983,['Comedy'],"['nm0000552', 'nm0000101', 'nm0000897', 'nm0000747', 'nm0001186']",116,7.5,English,United States,182400,15.0,120.6,A snobbish Wall Street commodities broker and a wily street hustler find their positions reversed as part of a bet by two callous millionaire brothers who run a brokerage house.
tt8097030,Turning Red,2022,"['Adventure', 'Animation', 'Comedy']","['nm4093657', 'nm12315349']",100,6.9,English,United States,173367,175.0,21.8,"A thirteen-year-old girl named Mei Lee is torn between staying her mother's dutiful daughter and the changes of adolescence. And as if the challenges were not enough, whenever she gets overly excited Mei transforms into a giant re..."
tt0100814,Tremors,1990,"['Comedy', 'Horror']","['nm0000102', 'nm0911542', 'nm0343447', 'nm0414975', 'nm0312629']",96,7.2,English,United States,165854,8.0,16.7,Natives of a small isolated town defend themselves against strange underground creatures which are killing them one by one.
tt26753003,Trap,2024,"['Crime', 'Horror', 'Mystery']","['nm0001326', 'nm6216718', 'nm8971115', 'nm3264596', 'nm8552008']",105,5.8,English,United States,164515,30.0,83.6,A father and his teen daughter attend a pop concert only to realize they've entered the center of a dark and sinister event.
tt1488606,Triple Frontier,2019,"['Action', 'Adventure', 'Thriller']","['nm0000255', 'nm1209966', 'nm0402271', 'nm1330560', 'nm0050959']",125,6.5,English,United States,161313,115.0,,"Loyalties are tested when five friends and former special forces operatives reunite to take down a South American drug lord, unleashing a chain of unintended consequences."
tt0471042,Tower Heist,2011,"['Action', 'Comedy', 'Crime']","['nm0000552', 'nm0001774', 'nm0000729', 'nm0000257', 'nm0000111']",104,6.2,English,United States,157379,80.0,152.9,"When a group of hard-working guys find out they've fallen victim to their wealthy employer's Ponzi scheme, they conspire to rob his high-rise residence."
tt0096320,Twins,1988,"['Comedy', 'Crime']","['nm0000216', 'nm0000362', 'nm0068382', 'nm0934254', 'nm0000325']",107,6.2,English,United States,148969,18.0,216.6,"A physically perfect but innocent man goes in search of his long-lost twin brother, who turns out to be a short, womanizing, small-time crook."
tt1187064,Triangle,2009,"['Fantasy', 'Mystery', 'Sci-Fi']","['nm3620280', 'nm3815288', 'nm1168915', 'nm1285178', 'nm2955013']",99,6.9,English,United Kingdom  Australia,148338,12.0,1.45,"Five friends set sail and their yacht is overturned by a strange and sudden storm. A mysterious ship arrives to rescue them, and what happens next cannot be explained."
tt0133240,Treasure Planet,2002,"['Action', 'Adventure', 'Animation']","['nm0330687', 'nm0001737', 'nm0001975', 'nm0123553', 'nm0204424']",95,7.2,English,United States,147972,140.0,109.6,"Jim Hawkins is a teenager who finds the map of a great treasure hidden by a space pirate. Together with some friends, he sets off in a large spaceship, shaped like a caravel, on his quest."
tt3152624,Trainwreck,2015,"['Comedy', 'Drama', 'Romance']","['nm0352778', 'nm0703800', 'nm2019219', 'nm3261682', 'nm7106492']",125,6.2,English,United States,147062,35.0,140.8,A commitment-phobic career woman who has always thought that monogamy was impossible must face her fears when she meets a good guy.
tt0084827,Tron,1982,"['Action', 'Adventure', 'Sci-Fi']","['nm0000313', 'nm0000313', 'nm0000310', 'nm0000310', 'nm0001831']",96,6.7,English,United States,146080,17.0,50.0,A computer hacker is abducted into a digital world and forced to participate in gladiatorial games where his only chance of escape is with the help of a heroic security program.
tt3846674,To All the Boys I've Loved Before,2018,"['Comedy', 'Drama', 'Romance']","['nm3170207', 'nm4392718', 'nm6805740', 'nm3441152', 'nm0179173']",99,7.0,English,United States,139940,,,A teenage girl's secret love letters are exposed and wreak havoc on her love life.
tt0313737,Two Weeks Notice,2002,"['Comedy', 'Romance']","['nm0000424', 'nm0458951', 'nm0354069', 'nm0592923', 'nm0045935']",101,6.2,English,United States,134376,60.0,199.0,"A lawyer decides that she's used too much like a nanny by her boss, so she walks out on him."
tt5090568,Transformers: Rise of the Beasts,2023,"['Action', 'Adventure', 'Sci-Fi']","['nm6588867', 'nm10773795', 'nm11943130', 'nm3502049', 'nm0222593']",127,6.0,English,United States,131010,197.5,441.7,"During the '90s, a new faction of Transformers - the Maximals - join the Autobots as allies in the battle for Earth."
tt1860353,Turbo,2013,"['Adventure', 'Animation', 'Comedy']","['nm0005351', 'nm0316079', 'nm0000168', 'nm0671567', 'nm0350079']",96,6.4,English,United States,124747,131.0,282.6,A freak accident might just help an everyday garden snail achieve his biggest dream: winning the Indy 500.
tt0084805,Tootsie,1982,"['Comedy', 'Drama', 'Romance']","['nm0000163', 'nm0000163', 'nm0001056', 'nm0001164', 'nm0000195']",116,7.4,English,United States,122137,22.0,177.2,"Michael Dorsey, an unsuccessful actor, disguises himself as a woman in order to get a role on a trashy hospital soap."
tt1924429,Trance,2013,"['Crime', 'Drama', 'Mystery']","['nm0564215', 'nm0001993', 'nm0764527', 'nm0189225', 'nm4594320']",101,6.9,English,United Kingdom United States France,120910,20.0,24.3,An art auctioneer mixed up with a group of criminals partners with a hypnotherapist in order to recover a lost painting.
tt0105665,Twin Peaks: Fire Walk with Me,1992,"['Drama', 'Horror', 'Mystery']","['nm0936403', 'nm0000796', 'nm0000309', 'nm0201121', 'nm0001208']",134,7.3,English,France United States,119070,11.0,4.2,"Laura Palmer's harrowing final days are chronicled one year after the murder of Teresa Banks, a resident of Twin Peaks' neighboring town."
tt0052311,Touch of Evil,1958,"['Crime', 'Drama', 'Film-Noir']","['nm0000032', 'nm0000080', 'nm0130407', 'nm0848667', 'nm0172615']",95,7.9,English,United States,114790,0.83,2.25,"A Mexican official and his American wife are targeted in a Texas border town by the crime family he's trying to put behind bars for drug trafficking, as his concern grows over the tactics of the local detective whose cooperation h..."
tt0862856,Trick 'r Treat,2007,"['Comedy', 'Horror']","['nm0004051', 'nm0048414', 'nm2051265', 'nm2051265', 'nm0671886']",82,6.7,English,United States,114255,12.0,0.03,"Five Halloween stories: A principal has a secret life, a virgin is looking for her first time, a group of kids pull a prank, a woman who loathes Halloween does not respect the rules and a mean old man meets a demonic trick-or-trea..."
tt0114694,Tommy Boy,1995,"['Adventure', 'Comedy']","['nm0000394', 'nm0005450', 'nm0001133', 'nm0000101', 'nm0564921']",97,7.1,English,United States,104764,20.0,32.7,"After his auto-parts tycoon father dies, the overweight, underachieving son teams up with a snide accountant to try and save the family business."
tt1679335,Trolls,2016,"['Adventure', 'Animation', 'Comedy']","['nm0005493', 'nm2395586', 'nm1258970', 'nm0000092', 'nm0179479']",92,6.4,English,United States,100518,125.0,347.0,"After the Bergens invade Troll Village, Poppy, the happiest Troll ever born, and the curmudgeonly Branch set off on a journey to rescue her friends."
tt1859650,To Rome with Love,2012,"['Comedy', 'Music', 'Romance']","['nm0000095', 'nm0251986', 'nm0680983', 'nm4997618', 'nm2918889']",112,6.3,Italian English,United States Italy Spain,93243,17.0,73.2,"The lives of some visitors and residents of Rome and the romances, adventures and predicaments they get into."
tt3203606,Trumbo,2015,"['Biography', 'Drama']","['nm0186505', 'nm0127373', 'nm0836121', 'nm1296223', 'nm0315288']",124,7.4,English,United States,87567,10.0,13.3,"In 1947, Dalton Trumbo was Hollywood's top screenwriter, until he and other artists were jailed and blacklisted for their political beliefs."
tt0048728,To Catch a Thief,1955,"['Drama', 'Mystery', 'Romance']","['nm0000026', 'nm0002369', 'nm0889024', 'nm0553361', 'nm0012438']",106,7.4,English French,United States,86660,2.5,6.62,A retired jewel thief sets out to prove his innocence after being suspected of returning to his former occupation.
tt1740707,Troll Hunter,2010,"['Drama', 'Fantasy', 'Thriller']","['nm0422151', 'nm0293804', 'nm0639016', 'nm3331177', 'nm2274210']",103,6.9,Norwegian English,Norway,83270,11.25,14.1,"A group of students investigates a series of mysterious bear killings, but learns that there are much more dangerous things going on. They start to follow a mysterious hunter, learning that he is actually a troll hunter."
tt0088286,Top Secret!,1984,"['Comedy', 'Crime', 'Music']","['nm0000174', 'nm0001725', 'nm0447305', 'nm0165049', 'nm0420601']",90,7.2,English German Yiddish Latin French,United States United Kingdom,82322,8.75,20.5,"An American rock and roll singer is invited to a cultural festival in East Germany in order to distract from a plot to destroy NATO submarines, but he accidentally becomes involved in a resistance plot to rescue an imprisoned scie..."
tt1712261,Triple 9,2016,"['Action', 'Crime', 'Drama']","['nm0000729', 'nm0252230', 'nm1107001', 'nm0666739', 'nm0000437']",115,6.3,English,United States,81616,20.0,25.9,Criminals and crooked cops hatch a devious scheme to use an honest lawman as a pawn for a heist.
tt0098536,Turner & Hooch,1989,"['Comedy', 'Crime', 'Drama']","['nm0000158', 'nm0005266', 'nm0001817', 'nm0667182', 'nm0703862']",97,6.2,English,United States,80869,13.0,71.1,A detective must adopt a rambunctious dog in order to help him find a killer.
tt0046438,Tokyo Story,1953,['Drama'],"['nm0753479', 'nm0945522', 'nm0867391', 'nm0620206', 'nm0651506']",137,8.1,Japanese,Japan,77574,,88794.0,"An old couple visit their children and grandchildren in the city, but receive little attention."
tt2140619,Two Night Stand,2014,"['Comedy', 'Romance']","['nm1886602', 'nm3264596', 'nm2088745', 'nm4884880', 'nm0795290']",86,6.3,English,United States,76447,1.6,0.87,A snowstorm forces two people who made an online connection to unwillingly extend their one-night stand as the blizzard goes through the night.
tt2273657,True Story,2015,"['Biography', 'Crime', 'Drama']","['nm0290556', 'nm1706767', 'nm0839486', 'nm4995441', 'nm0121559']",99,6.3,English,United States,75850,,5.3,When disgraced New York Times reporter Michael Finkel meets accused killer Christian Longo - who has taken on Finkel's identity - his investigation morphs into a game of cat-and-mouse.
tt8239946,Tumbbad,2018,"['Drama', 'Fantasy', 'Horror']","['nm3630374', 'nm3708961', 'nm2933734', 'nm10011687', 'nm10273643']",108,8.2,Hindi Marathi,India Sweden,74885,0.0,0.0,A mythological story about a goddess who created the entire universe. The plot revolves around the consequences when humans build a temple for her first-born.
tt6772950,Truth or Dare,2018,"['Horror', 'Mystery', 'Thriller']","['nm0692677', 'nm4861659', 'nm1289173', 'nm2334994', 'nm2334994']",100,5.3,English,United States,73928,3.5,95.3,A harmless game of Truth or Dare among friends turns deadly when someone - or something - begins to punish those who tell a lie or refuse the dare.
tt3099498,Tusk,2014,"['Comedy', 'Horror']","['nm0519043', 'nm0662981', 'nm0005286', 'nm0000136', 'nm4375857']",102,5.4,English,United States,72944,3.0,1.9,A brash and arrogant podcaster gets more than he bargained for when he travels to Canada to interview a mysterious recluse... who has a rather disturbing fondness for walruses.
tt0453556,TMNT,2007,"['Action', 'Adventure', 'Animation']","['nm0001772', 'nm0538683', 'nm0262635', 'nm0003620', 'nm0000401']",87,6.2,English,United States   Hong Kong,72251,34.0,95.8,"When the world is threatened by an ancient evil, the Ninja Turtles must reunite and overcome their faults in order to stand against it."
tt2083383,Trouble with the Curve,2012,"['Drama', 'Romance', 'Sport']","['nm0000142', 'nm0000422', 'nm0005493', 'nm0743304', 'nm0859403']",111,6.8,English,United States,72107,60.0,49.0,"A daughter tries to remedy her dysfunctional relationship with her ailing father, a decorated baseball scout, by helping him in a recruiting trip which could be his last."
tt11426232,Totally Killer,2023,"['Comedy', 'Horror', 'Mystery']","['nm6035910', 'nm0613147']",106,6.5,English,United States,68789,,,"When the infamous ""Sweet Sixteen Killer"" returns 35 years after his first murder spree to claim another victim, 17-year-old Jamie accidentally travels back in time to 1987, determined to stop the killer before he can start."
tt5610554,Tully,2018,"['Comedy', 'Drama', 'Mystery']","['nm0515296', 'nm8313926', 'nm0243233']",95,6.9,English,United States,66288,,15.6,A struggling mother of three forms an unexpected bond with the night nanny hired to help with her newborn baby.
tt8864596,Transformers One,2024,"['Action', 'Adventure', 'Animation']","['nm1165110', 'nm1165110', 'nm3109964', 'nm3109964', 'nm1221047']",104,7.6,English,United States,65009,111.0,129.4,"The untold origin story of Optimus Prime and Megatron, better known as sworn enemies, but who once were friends bonded like brothers who changed the fate of Cybertron forever."
tt5116302,Togo,2019,"['Adventure', 'Biography', 'Drama']","['nm0000353', 'nm0382216', 'nm0233807', 'nm0234235', 'nm0340729']",113,7.9,English,United States,62246,40.0,,"The story of Togo, the sled dog who led the 1925 serum run despite being considered too small and weak to lead such an intense race."
tt0988047,Traitor,2008,"['Action', 'Crime', 'Drama']","['nm0000332', 'nm0001602', 'nm0846548', 'nm0568180', 'nm1123840']",114,6.9,English,United States,60895,22.0,27.6,"When straight arrow FBI agent Roy Clayton heads up the investigation into a dangerous international conspiracy, all clues seem to lead back to former U.S. Special Operations officer, Samir Horn."
tt0114681,To Die For,1995,"['Comedy', 'Crime', 'Drama']","['nm0000369', 'nm0001618', 'nm0000729', 'nm0000445', 'nm0001431']",106,6.8,English,United States United Kingdom,59487,20.0,41.0,A beautiful but naïve aspiring television personality films a documentary on teenagers with a darker ulterior motive.
tt5541240,To the Bone,2017,['Drama'],['nm1802205'],107,6.7,English,United States,59199,,,"A young woman, dealing with anorexia, meets an unconventional doctor who challenges her to face her condition and embrace life."
tt11116912,Troll,2022,"['Action', 'Adventure', 'Drama']","['nm1504755', 'nm3162723', 'nm0251656', 'nm1335915', 'nm0832509']",101,5.8,Norwegian,Norway,58826,,,"Deep in the Dovre mountain, something gigantic wakes up after a thousand years in captivity. The creature destroys everything in its path and quickly approaches Oslo."
tt10275534,To Catch a Killer,2023,"['Action', 'Crime', 'Drama']","['nm0578853', 'nm5381254', 'nm0408591', 'nm0069822', 'nm1428452']",119,6.6,English,United States,56808,,3.1,An intuitive but troubled police officer is recruited by an FBI expert to stop a relentless shooter who is terrorizing Baltimore.
tt0800241,Transsiberian,2008,"['Crime', 'Drama', 'Mystery']","['nm0000437', 'nm0001426', 'nm0635330', 'nm0470981', 'nm0157255']",111,6.6,English Russian,Germany United Kingdom Spain Lithuania,56576,15.0,5.9,A Transsiberian train journey from China to Moscow becomes a thrilling chase of deception and murder when an American couple encounters a mysterious pair of fellow travelers.
tt0375154,Tristan + Isolde,2006,"['Action', 'Drama', 'Romance']","['nm0290556', 'nm0001722', 'nm0641244', 'nm0835016', 'nm0147147']",125,6.8,English,United Kingdom United States Germany Czech Republic,56153,,28.0,An affair between the second in line to Britain's throne and the princess of the feuding Irish spells doom for the young lovers.
tt4048272,Toni Erdmann,2016,"['Comedy', 'Drama']","['nm0800638', 'nm0937000', 'nm2457436', 'nm2012595', 'nm1090879']",162,7.3,German English Romanian,Germany   Austria,55098,3.1,11.7,A practical joking father tries to reconnect with his hard working daughter by creating an outrageous alter ego and posing as her CEO's life coach.
tt0065126,True Grit,1969,"['Adventure', 'Drama', 'Western']","['nm0000078', 'nm0004794', 'nm0805177', 'nm0000380', 'nm0000454']",128,7.4,English,United States,55094,,31.1,"A drunken, hard-nosed U.S. Marshal and a Texas Ranger help a stubborn teenager track down her father's murderer in the old American West."
tt0388473,Tokyo Godfathers,2003,"['Adventure', 'Animation', 'Comedy']","['nm0256609', 'nm0880851', 'nm0959936', 'nm0441975', 'nm0411097']",92,7.8,Japanese,Japan,54936,2.4,0.85,"On Christmas Eve, three homeless people living on the streets of Tokyo discover a newborn baby among the trash and set out to find its parents."
tt0417217,Two for the Money,2005,"['Crime', 'Drama', 'Sport']","['nm0000190', 'nm0000199', 'nm0000800', 'nm0005315', 'nm0152430']",122,6.2,English,United States,54759,35.0,30.5,"After suffering a career-ending knee injury, a former college football star aligns himself with one of the most renowned touts in the sports-gambling business."
tt9354842,To All the Boys: P.S. I Still Love You,2020,"['Comedy', 'Drama', 'Romance']","['nm3170207', 'nm3332894', 'nm5224900', 'nm6805740']",101,6.1,English,United States,53631,18.0,,Lara Jean and Peter have just taken their relationship from pretend to officially official when another recipient of one of her old love letters enters the picture.
tt0808510,Tooth Fairy,2010,"['Comedy', 'Family', 'Fantasy']","['nm0425005', 'nm0580351', 'nm0992042', 'nm0532235', 'nm0255175']",101,5.1,English,Canada United States,53250,48.0,112.5,A bad deed on the part of a tough minor-league hockey player results in an unusual sentence: He must serve one week as a real-life tooth fairy.
tt11045422,Toofaan,2021,"['Drama', 'Sport']","['nm1027719', 'nm1027719', 'nm0712546', 'nm0012881', 'nm4990507']",163,6.1,Hindi,India,53245,,,The story of a boxer and the struggles he faces on his journey to get to the national level competition.
tt2737050,"Two Days, One Night",2014,['Drama'],"['nm0740090', 'nm2719128', 'nm6497350', 'nm0255562']",95,7.3,French,Belgium  France  Italy,52257,7.0,9.0,"Liège, Belgium. Sandra is a factory worker who discovers that her workmates have opted for a EUR1,000 bonus in exchange for her dismissal. She has only a weekend to convince her colleagues to give up their bonuses in order to keep..."
